concept:name,lifecycle:transition,org:resource,time:timestamp,Activity,Resource,case:concept:name,case:variant,case:variant-index,case:creator
Analyze Quotation Comparison Map,start,Clement Duchot,2011-01-19 05:08:00+00:00,Analyze Quotation Comparison Map,Clement Duchot,93,Variant 10,10,Fluxicon Disco
Analyze Quotation Comparison Map,complete,Clement Duchot,2011-01-19 05:37:00+00:00,Analyze Quotation Comparison Map,Clement Duchot,93,Variant 10,10,Fluxicon Disco
Choose best option,start,Anna Kaufmann,2011-01-19 05:37:00+00:00,Choose best option,Anna Kaufmann,93,Variant 10,10,Fluxicon Disco
Choose best option,complete,Anna Kaufmann,2011-01-19 05:37:00+00:00,Choose best option,Anna Kaufmann,93,Variant 10,10,Fluxicon Disco
Settle Conditions With Supplier,start,Magdalena Predutta,2011-01-20 08:09:00+00:00,Settle Conditions With Supplier,Magdalena Predutta,93,Variant 10,10,Fluxicon Disco
Settle Conditions With Supplier,complete,Magdalena Predutta,2011-01-20 20:35:00+00:00,Settle Conditions With Supplier,Magdalena Predutta,93,Variant 10,10,Fluxicon Disco
Create Purchase Order,start,Francois de Perrier,2011-01-21 18:52:00+00:00,Create Purchase Order,Francois de Perrier,93,Variant 10,10,Fluxicon Disco
Create Purchase Order,complete,Francois de Perrier,2011-01-21 18:58:00+00:00,Create Purchase Order,Francois de Perrier,93,Variant 10,10,Fluxicon Disco
Confirm Purchase Order,start,Carmen Finacse,2011-01-22 06:22:00+00:00,Confirm Purchase Order,Carmen Finacse,93,Variant 10,10,Fluxicon Disco
Confirm Purchase Order,complete,Carmen Finacse,2011-01-22 06:37:00+00:00,Confirm Purchase Order,Carmen Finacse,93,Variant 10,10,Fluxicon Disco
Deliver Goods Services,start,Carmen Finacse,2011-01-23 21:55:00+00:00,Deliver Goods Services,Carmen Finacse,93,Variant 10,10,Fluxicon Disco
Deliver Goods Services,complete,Carmen Finacse,2011-01-25 10:33:00+00:00,Deliver Goods Services,Carmen Finacse,93,Variant 10,10,Fluxicon Disco
Release Purchase Order,start,Nico Ojenbeer,2011-01-25 18:00:00+00:00,Release Purchase Order,Nico Ojenbeer,93,Variant 10,10,Fluxicon Disco
Release Purchase Order,complete,Nico Ojenbeer,2011-01-25 18:01:00+00:00,Release Purchase Order,Nico Ojenbeer,93,Variant 10,10,Fluxicon Disco
Approve Purchase Order for payment,start,Magdalena Predutta,2011-01-26 03:28:00+00:00,Approve Purchase Order for payment,Magdalena Predutta,93,Variant 10,10,Fluxicon Disco
Approve Purchase Order for payment,complete,Magdalena Predutta,2011-01-26 03:29:00+00:00,Approve Purchase Order for payment,Magdalena Predutta,93,Variant 10,10,Fluxicon Disco
Send Invoice,start,Kiu Kan,2011-01-26 10:50:00+00:00,Send Invoice,Kiu Kan,93,Variant 10,10,Fluxicon Disco
Send Invoice,complete,Kiu Kan,2011-01-26 10:50:00+00:00,Send Invoice,Kiu Kan,93,Variant 10,10,Fluxicon Disco
Release Supplier's Invoice,start,Karalda Nimwada,2011-01-27 01:12:00+00:00,Release Supplier's Invoice,Karalda Nimwada,93,Variant 10,10,Fluxicon Disco
Release Supplier's Invoice,complete,Karalda Nimwada,2011-01-27 01:15:00+00:00,Release Supplier's Invoice,Karalda Nimwada,93,Variant 10,10,Fluxicon Disco
Authorize Supplier's Invoice payment,start,Karalda Nimwada,2011-01-27 01:15:00+00:00,Authorize Supplier's Invoice payment,Karalda Nimwada,93,Variant 10,10,Fluxicon Disco
Authorize Supplier's Invoice payment,complete,Karalda Nimwada,2011-01-27 01:15:00+00:00,Authorize Supplier's Invoice payment,Karalda Nimwada,93,Variant 10,10,Fluxicon Disco
Pay Invoice,start,Karalda Nimwada,2011-01-27 01:58:00+00:00,Pay Invoice,Karalda Nimwada,93,Variant 10,10,Fluxicon Disco
Pay Invoice,complete,Karalda Nimwada,2011-01-27 02:05:00+00:00,Pay Invoice,Karalda Nimwada,93,Variant 10,10,Fluxicon Disco
Create Purchase Requisition,start,Nico Ojenbeer,2011-01-12 23:39:00+00:00,Create Purchase Requisition,Nico Ojenbeer,94,Variant 8,8,Fluxicon Disco
Create Purchase Requisition,complete,Nico Ojenbeer,2011-01-12 23:55:00+00:00,Create Purchase Requisition,Nico Ojenbeer,94,Variant 8,8,Fluxicon Disco
Create Request for Quotation,start,Immanuel Karagianni,2011-01-13 01:49:00+00:00,Create Request for Quotation,Immanuel Karagianni,94,Variant 8,8,Fluxicon Disco
Create Request for Quotation,complete,Immanuel Karagianni,2011-01-13 02:01:00+00:00,Create Request for Quotation,Immanuel Karagianni,94,Variant 8,8,Fluxicon Disco
Analyze Request for Quotation,start,Magdalena Predutta,2011-01-17 02:39:00+00:00,Analyze Request for Quotation,Magdalena Predutta,94,Variant 8,8,Fluxicon Disco
Analyze Request for Quotation,complete,Magdalena Predutta,2011-01-17 03:11:00+00:00,Analyze Request for Quotation,Magdalena Predutta,94,Variant 8,8,Fluxicon Disco
Amend Request for Quotation,start,Anna Kaufmann,2011-01-17 04:02:00+00:00,Amend Request for Quotation,Anna Kaufmann,94,Variant 8,8,Fluxicon Disco
Amend Request for Quotation,complete,Anna Kaufmann,2011-01-17 04:12:00+00:00,Amend Request for Quotation,Anna Kaufmann,94,Variant 8,8,Fluxicon Disco
Analyze Request for Quotation,start,Francois de Perrier,2011-01-17 05:29:00+00:00,Analyze Request for Quotation,Francois de Perrier,94,Variant 8,8,Fluxicon Disco
Analyze Request for Quotation,complete,Francois de Perrier,2011-01-17 06:02:00+00:00,Analyze Request for Quotation,Francois de Perrier,94,Variant 8,8,Fluxicon Disco
Send Request for Quotation to Supplier,start,Magdalena Predutta,2011-01-18 18:30:00+00:00,Send Request for Quotation to Supplier,Magdalena Predutta,94,Variant 8,8,Fluxicon Disco
Send Request for Quotation to Supplier,complete,Magdalena Predutta,2011-01-18 18:45:00+00:00,Send Request for Quotation to Supplier,Magdalena Predutta,94,Variant 8,8,Fluxicon Disco
Create Quotation comparison Map,start,Karel de Groot,2011-01-18 21:37:00+00:00,Create Quotation comparison Map,Karel de Groot,94,Variant 8,8,Fluxicon Disco
Create Quotation comparison Map,complete,Karel de Groot,2011-01-19 00:35:00+00:00,Create Quotation comparison Map,Karel de Groot,94,Variant 8,8,Fluxicon Disco
Analyze Quotation Comparison Map,start,Kim Passa,2011-01-19 06:47:00+00:00,Analyze Quotation Comparison Map,Kim Passa,94,Variant 8,8,Fluxicon Disco
Analyze Quotation Comparison Map,complete,Kim Passa,2011-01-19 06:58:00+00:00,Analyze Quotation Comparison Map,Kim Passa,94,Variant 8,8,Fluxicon Disco
Choose best option,start,Clement Duchot,2011-01-19 06:58:00+00:00,Choose best option,Clement Duchot,94,Variant 8,8,Fluxicon Disco
Choose best option,complete,Clement Duchot,2011-01-19 06:58:00+00:00,Choose best option,Clement Duchot,94,Variant 8,8,Fluxicon Disco
Settle Conditions With Supplier,start,Karel de Groot,2011-01-19 11:01:00+00:00,Settle Conditions With Supplier,Karel de Groot,94,Variant 8,8,Fluxicon Disco
Settle Conditions With Supplier,complete,Karel de Groot,2011-01-19 20:42:00+00:00,Settle Conditions With Supplier,Karel de Groot,94,Variant 8,8,Fluxicon Disco
Create Purchase Order,start,Karel de Groot,2011-01-21 18:55:00+00:00,Create Purchase Order,Karel de Groot,94,Variant 8,8,Fluxicon Disco
Create Purchase Order,complete,Karel de Groot,2011-01-21 19:02:00+00:00,Create Purchase Order,Karel de Groot,94,Variant 8,8,Fluxicon Disco
Confirm Purchase Order,start,Kiu Kan,2011-01-22 07:02:00+00:00,Confirm Purchase Order,Kiu Kan,94,Variant 8,8,Fluxicon Disco
Confirm Purchase Order,complete,Kiu Kan,2011-01-22 07:30:00+00:00,Confirm Purchase Order,Kiu Kan,94,Variant 8,8,Fluxicon Disco
Deliver Goods Services,start,Karen Clarens,2011-01-24 16:37:00+00:00,Deliver Goods Services,Karen Clarens,94,Variant 8,8,Fluxicon Disco
Deliver Goods Services,complete,Karen Clarens,2011-01-24 20:33:00+00:00,Deliver Goods Services,Karen Clarens,94,Variant 8,8,Fluxicon Disco
Release Purchase Order,start,Miu Hanwan,2011-01-25 03:51:00+00:00,Release Purchase Order,Miu Hanwan,94,Variant 8,8,Fluxicon Disco
Release Purchase Order,complete,Miu Hanwan,2011-01-25 03:52:00+00:00,Release Purchase Order,Miu Hanwan,94,Variant 8,8,Fluxicon Disco
Approve Purchase Order for payment,start,Karel de Groot,2011-01-25 15:45:00+00:00,Approve Purchase Order for payment,Karel de Groot,94,Variant 8,8,Fluxicon Disco
Approve Purchase Order for payment,complete,Karel de Groot,2011-01-25 15:46:00+00:00,Approve Purchase Order for payment,Karel de Groot,94,Variant 8,8,Fluxicon Disco
Send Invoice,start,Carmen Finacse,2011-01-27 07:55:00+00:00,Send Invoice,Carmen Finacse,94,Variant 8,8,Fluxicon Disco
Send Invoice,complete,Carmen Finacse,2011-01-27 07:55:00+00:00,Send Invoice,Carmen Finacse,94,Variant 8,8,Fluxicon Disco
Release Supplier's Invoice,start,Pedro Alvares,2011-01-27 22:20:00+00:00,Release Supplier's Invoice,Pedro Alvares,94,Variant 8,8,Fluxicon Disco
Release Supplier's Invoice,complete,Pedro Alvares,2011-01-27 22:24:00+00:00,Release Supplier's Invoice,Pedro Alvares,94,Variant 8,8,Fluxicon Disco
Authorize Supplier's Invoice payment,start,Karalda Nimwada,2011-01-27 22:24:00+00:00,Authorize Supplier's Invoice payment,Karalda Nimwada,94,Variant 8,8,Fluxicon Disco
Authorize Supplier's Invoice payment,complete,Karalda Nimwada,2011-01-27 22:24:00+00:00,Authorize Supplier's Invoice payment,Karalda Nimwada,94,Variant 8,8,Fluxicon Disco
Pay Invoice,start,Karalda Nimwada,2011-01-27 22:50:00+00:00,Pay Invoice,Karalda Nimwada,94,Variant 8,8,Fluxicon Disco
Pay Invoice,complete,Karalda Nimwada,2011-01-27 23:02:00+00:00,Pay Invoice,Karalda Nimwada,94,Variant 8,8,Fluxicon Disco
Create Purchase Requisition,start,Christian Francois,2011-01-13 02:33:00+00:00,Create Purchase Requisition,Christian Francois,96,Variant 22,22,Fluxicon Disco
Create Purchase Requisition,complete,Christian Francois,2011-01-13 03:06:00+00:00,Create Purchase Requisition,Christian Francois,96,Variant 22,22,Fluxicon Disco
Create Request for Quotation,start,Anne Olwada,2011-01-13 03:30:00+00:00,Create Request for Quotation,Anne Olwada,96,Variant 22,22,Fluxicon Disco
Create Request for Quotation,complete,Anne Olwada,2011-01-13 03:41:00+00:00,Create Request for Quotation,Anne Olwada,96,Variant 22,22,Fluxicon Disco
Analyze Request for Quotation,start,Karel de Groot,2011-01-13 07:31:00+00:00,Analyze Request for Quotation,Karel de Groot,96,Variant 22,22,Fluxicon Disco
Analyze Request for Quotation,complete,Karel de Groot,2011-01-13 08:14:00+00:00,Analyze Request for Quotation,Karel de Groot,96,Variant 22,22,Fluxicon Disco
Amend Request for Quotation,start,Christian Francois,2011-01-13 09:11:00+00:00,Amend Request for Quotation,Christian Francois,96,Variant 22,22,Fluxicon Disco
Amend Request for Quotation,complete,Christian Francois,2011-01-13 09:21:00+00:00,Amend Request for Quotation,Christian Francois,96,Variant 22,22,Fluxicon Disco
Analyze Request for Quotation,start,Magdalena Predutta,2011-01-14 09:50:00+00:00,Analyze Request for Quotation,Magdalena Predutta,96,Variant 22,22,Fluxicon Disco
Analyze Request for Quotation,complete,Magdalena Predutta,2011-01-14 10:21:00+00:00,Analyze Request for Quotation,Magdalena Predutta,96,Variant 22,22,Fluxicon Disco
Send Request for Quotation to Supplier,start,Karel de Groot,2011-01-15 02:29:00+00:00,Send Request for Quotation to Supplier,Karel de Groot,96,Variant 22,22,Fluxicon Disco
Send Request for Quotation to Supplier,complete,Karel de Groot,2011-01-15 02:57:00+00:00,Send Request for Quotation to Supplier,Karel de Groot,96,Variant 22,22,Fluxicon Disco
Create Quotation comparison Map,start,Magdalena Predutta,2011-01-15 10:35:00+00:00,Create Quotation comparison Map,Magdalena Predutta,96,Variant 22,22,Fluxicon Disco
Create Quotation comparison Map,complete,Magdalena Predutta,2011-01-15 13:24:00+00:00,Create Quotation comparison Map,Magdalena Predutta,96,Variant 22,22,Fluxicon Disco
Analyze Quotation Comparison Map,start,Elvira Lores,2011-01-15 20:07:00+00:00,Analyze Quotation Comparison Map,Elvira Lores,96,Variant 22,22,Fluxicon Disco
Analyze Quotation Comparison Map,complete,Elvira Lores,2011-01-15 20:38:00+00:00,Analyze Quotation Comparison Map,Elvira Lores,96,Variant 22,22,Fluxicon Disco
Choose best option,start,Fjodor Kowalski,2011-01-15 20:38:00+00:00,Choose best option,Fjodor Kowalski,96,Variant 22,22,Fluxicon Disco
Choose best option,complete,Fjodor Kowalski,2011-01-15 20:38:00+00:00,Choose best option,Fjodor Kowalski,96,Variant 22,22,Fluxicon Disco
Settle Conditions With Supplier,start,Karel de Groot,2011-01-15 23:01:00+00:00,Settle Conditions With Supplier,Karel de Groot,96,Variant 22,22,Fluxicon Disco
Settle Conditions With Supplier,complete,Karel de Groot,2011-01-16 08:25:00+00:00,Settle Conditions With Supplier,Karel de Groot,96,Variant 22,22,Fluxicon Disco
Create Purchase Order,start,Karel de Groot,2011-01-16 21:05:00+00:00,Create Purchase Order,Karel de Groot,96,Variant 22,22,Fluxicon Disco
Create Purchase Order,complete,Karel de Groot,2011-01-16 21:15:00+00:00,Create Purchase Order,Karel de Groot,96,Variant 22,22,Fluxicon Disco
Confirm Purchase Order,start,Kiu Kan,2011-01-17 04:44:00+00:00,Confirm Purchase Order,Kiu Kan,96,Variant 22,22,Fluxicon Disco
Confirm Purchase Order,complete,Kiu Kan,2011-01-17 05:01:00+00:00,Confirm Purchase Order,Kiu Kan,96,Variant 22,22,Fluxicon Disco
Deliver Goods Services,start,Sean Manney,2011-01-20 04:04:00+00:00,Deliver Goods Services,Sean Manney,96,Variant 22,22,Fluxicon Disco
Deliver Goods Services,complete,Sean Manney,2011-01-20 20:29:00+00:00,Deliver Goods Services,Sean Manney,96,Variant 22,22,Fluxicon Disco
Release Purchase Order,start,Elvira Lores,2011-01-21 04:17:00+00:00,Release Purchase Order,Elvira Lores,96,Variant 22,22,Fluxicon Disco
Release Purchase Order,complete,Elvira Lores,2011-01-21 04:18:00+00:00,Release Purchase Order,Elvira Lores,96,Variant 22,22,Fluxicon Disco
Approve Purchase Order for payment,start,Magdalena Predutta,2011-01-21 18:14:00+00:00,Approve Purchase Order for payment,Magdalena Predutta,96,Variant 22,22,Fluxicon Disco
Approve Purchase Order for payment,complete,Magdalena Predutta,2011-01-21 18:15:00+00:00,Approve Purchase Order for payment,Magdalena Predutta,96,Variant 22,22,Fluxicon Disco
Send Invoice,start,Carmen Finacse,2011-01-22 07:58:00+00:00,Send Invoice,Carmen Finacse,96,Variant 22,22,Fluxicon Disco
Send Invoice,complete,Carmen Finacse,2011-01-22 07:58:00+00:00,Send Invoice,Carmen Finacse,96,Variant 22,22,Fluxicon Disco
Release Supplier's Invoice,start,Pedro Alvares,2011-01-22 22:21:00+00:00,Release Supplier's Invoice,Pedro Alvares,96,Variant 22,22,Fluxicon Disco
Release Supplier's Invoice,complete,Pedro Alvares,2011-01-22 22:27:00+00:00,Release Supplier's Invoice,Pedro Alvares,96,Variant 22,22,Fluxicon Disco
Settle Dispute With Supplier,start,Pedro Alvares,2011-01-22 23:11:00+00:00,Settle Dispute With Supplier,Pedro Alvares,96,Variant 22,22,Fluxicon Disco
Settle Dispute With Supplier,complete,Pedro Alvares,2011-01-22 23:28:00+00:00,Settle Dispute With Supplier,Pedro Alvares,96,Variant 22,22,Fluxicon Disco
Authorize Supplier's Invoice payment,start,Karalda Nimwada,2011-01-22 23:28:00+00:00,Authorize Supplier's Invoice payment,Karalda Nimwada,96,Variant 22,22,Fluxicon Disco
Authorize Supplier's Invoice payment,complete,Karalda Nimwada,2011-01-22 23:28:00+00:00,Authorize Supplier's Invoice payment,Karalda Nimwada,96,Variant 22,22,Fluxicon Disco
Pay Invoice,start,Pedro Alvares,2011-01-22 23:42:00+00:00,Pay Invoice,Pedro Alvares,96,Variant 22,22,Fluxicon Disco
Pay Invoice,complete,Pedro Alvares,2011-01-22 23:52:00+00:00,Pay Invoice,Pedro Alvares,96,Variant 22,22,Fluxicon Disco
Create Purchase Requisition,start,Immanuel Karagianni,2011-01-13 08:37:00+00:00,Create Purchase Requisition,Immanuel Karagianni,98,Variant 31,31,Fluxicon Disco
Create Purchase Requisition,complete,Immanuel Karagianni,2011-01-13 09:24:00+00:00,Create Purchase Requisition,Immanuel Karagianni,98,Variant 31,31,Fluxicon Disco
Analyze Purchase Requisition,start,Maris Freeman,2011-01-13 21:08:00+00:00,Analyze Purchase Requisition,Maris Freeman,98,Variant 31,31,Fluxicon Disco
Analyze Purchase Requisition,complete,Maris Freeman,2011-01-13 21:15:00+00:00,Analyze Purchase Requisition,Maris Freeman,98,Variant 31,31,Fluxicon Disco
Create Request for Quotation,start,Francis Odell,2011-01-13 21:18:00+00:00,Create Request for Quotation,Francis Odell,98,Variant 31,31,Fluxicon Disco
Create Request for Quotation,complete,Francis Odell,2011-01-13 21:20:00+00:00,Create Request for Quotation,Francis Odell,98,Variant 31,31,Fluxicon Disco
Analyze Request for Quotation,start,Francois de Perrier,2011-01-16 17:39:00+00:00,Analyze Request for Quotation,Francois de Perrier,98,Variant 31,31,Fluxicon Disco
Analyze Request for Quotation,complete,Francois de Perrier,2011-01-16 18:10:00+00:00,Analyze Request for Quotation,Francois de Perrier,98,Variant 31,31,Fluxicon Disco
Amend Request for Quotation,start,Penn Osterwalder,2011-01-16 18:57:00+00:00,Amend Request for Quotation,Penn Osterwalder,98,Variant 31,31,Fluxicon Disco
Amend Request for Quotation,complete,Penn Osterwalder,2011-01-16 19:09:00+00:00,Amend Request for Quotation,Penn Osterwalder,98,Variant 31,31,Fluxicon Disco
Analyze Request for Quotation,start,Karel de Groot,2011-01-17 01:27:00+00:00,Analyze Request for Quotation,Karel de Groot,98,Variant 31,31,Fluxicon Disco
Analyze Request for Quotation,complete,Karel de Groot,2011-01-17 01:54:00+00:00,Analyze Request for Quotation,Karel de Groot,98,Variant 31,31,Fluxicon Disco
Amend Request for Quotation,start,Miu Hanwan,2011-01-17 02:46:00+00:00,Amend Request for Quotation,Miu Hanwan,98,Variant 31,31,Fluxicon Disco
Amend Request for Quotation,complete,Miu Hanwan,2011-01-17 02:57:00+00:00,Amend Request for Quotation,Miu Hanwan,98,Variant 31,31,Fluxicon Disco
Analyze Request for Quotation,start,Magdalena Predutta,2011-01-17 04:46:00+00:00,Analyze Request for Quotation,Magdalena Predutta,98,Variant 31,31,Fluxicon Disco
Analyze Request for Quotation,complete,Magdalena Predutta,2011-01-17 05:17:00+00:00,Analyze Request for Quotation,Magdalena Predutta,98,Variant 31,31,Fluxicon Disco
Send Request for Quotation to Supplier,start,Magdalena Predutta,2011-01-18 18:45:00+00:00,Send Request for Quotation to Supplier,Magdalena Predutta,98,Variant 31,31,Fluxicon Disco
Send Request for Quotation to Supplier,complete,Magdalena Predutta,2011-01-18 19:07:00+00:00,Send Request for Quotation to Supplier,Magdalena Predutta,98,Variant 31,31,Fluxicon Disco
Create Quotation comparison Map,start,Karel de Groot,2011-01-19 00:57:00+00:00,Create Quotation comparison Map,Karel de Groot,98,Variant 31,31,Fluxicon Disco
Create Quotation comparison Map,complete,Karel de Groot,2011-01-19 06:46:00+00:00,Create Quotation comparison Map,Karel de Groot,98,Variant 31,31,Fluxicon Disco
Analyze Quotation Comparison Map,start,Fjodor Kowalski,2011-01-19 13:37:00+00:00,Analyze Quotation Comparison Map,Fjodor Kowalski,98,Variant 31,31,Fluxicon Disco
Analyze Quotation Comparison Map,complete,Fjodor Kowalski,2011-01-19 14:01:00+00:00,Analyze Quotation Comparison Map,Fjodor Kowalski,98,Variant 31,31,Fluxicon Disco
Choose best option,start,Fjodor Kowalski,2011-01-19 14:01:00+00:00,Choose best option,Fjodor Kowalski,98,Variant 31,31,Fluxicon Disco
Choose best option,complete,Fjodor Kowalski,2011-01-19 14:01:00+00:00,Choose best option,Fjodor Kowalski,98,Variant 31,31,Fluxicon Disco
Settle Conditions With Supplier,start,Karel de Groot,2011-01-21 04:42:00+00:00,Settle Conditions With Supplier,Karel de Groot,98,Variant 31,31,Fluxicon Disco
Settle Conditions With Supplier,complete,Karel de Groot,2011-01-21 13:03:00+00:00,Settle Conditions With Supplier,Karel de Groot,98,Variant 31,31,Fluxicon Disco
